,sentence_group_id,author,text
18621,id03052,HPL,We had started quietly from the village because of the reporters who still lingered about after the eldritch panic of a month before the nightmare creeping death .
18622,id19712,EAP,"Thus it was that , by a master stroke of genius , I at length consummated my triumphs by `` putting money in my purse , '' and thus may be said really and fairly to have commenced that brilliant and eventful career which rendered me illustrious , and which now enables me to say , with Chateaubriand , `` I have made history '' `` I'ai fait l'histoire . ."
18623,id20830,EAP,"I am not sure from what point of view the writer in question surveyed it , nor at what time ; but it could neither have been from the summit of Helseggen , nor during a storm ."
18624,id18544,HPL,"I had but little notion of how the thought impressions would , if successfully conveyed , arouse an intelligent response in my brain ; but I felt certain that I could detect and interpret them ."
18625,id27836,EAP,"At sundown , the gale had sensibly diminished in violence , and as the sea went down with it , we still entertained faint hopes of saving ourselves in the boats ."
18626,id12366,EAP,"His vesture was dabbled in blood and his broad brow , with all the features of the face , was besprinkled with the scarlet horror ."
18627,id00691,EAP,If this I saw not so Rowena .
18628,id25187,EAP,The screams and struggles of the old lady during which the hair was torn from her head had the effect of changing the probably pacific purposes of the Ourang Outang into those of wrath .
18629,id22001,HPL,"Gifted and learned , he took highest honours at Oxford and seemed likely to redeem the intellectual fame of his family ."
18630,id08165,EAP,"A party , of which he formed one , landed at Borneo , and passed into the interior on an excursion of pleasure ."
18631,id13823,EAP,"`` Precisely the one went east and the other went west , you jade , and they both have gone quite round the world ."
18632,id20970,HPL,"Curiously enough , they seemed to have been chiselled badly out of proportion with their scenic background ; for one of the creatures was shewn in the act of killing a whale represented as but little larger than himself ."
18633,id15049,MWS,"Your own delicacy will not allow you , I am convinced , to attempt to trace me ."
18634,id23253,EAP,"It executed , says Brewster , all the natural movements and gestures , it ate and drank with avidity , performed all the quick motions of the head and throat which are peculiar to the duck , and like it muddled the water which it drank with its bill ."
18635,id09943,MWS,"I wandered for ever about these lovely solitudes , gathering flower after flower Ond ' era pinta tutta la mia viaB singing as I might the wild melodies of the country , or occupied by pleasant day dreams ."
18636,id17388,EAP,`` .
18637,id17388,EAP,"No , nothing peculiar , '' I said ; `` nothing more , at least , than we both saw stated in the paper . ."
18638,id21277,HPL,"It was acutely uncanny , even when frightful and uncanny things were common , to encounter so blankly clueless a scene after such overwhelming occurrences ; and we moved about beneath the leaden , darkening sky with that tragic directionless zeal which results from a combined sense of futility and necessity of action ."
18639,id02141,HPL,"And now for the first time my memory records verbal discourse , Warren addressing me at length in his mellow tenor voice ; a voice singularly unperturbed by our awesome surroundings ."
18640,id16614,EAP,"We presume that the present absence is a freak of the same nature , and that , at the expiration of a week , or perhaps of a month , we shall have her among us again . ."
18641,id17823,EAP,But again why need this impediment have been produced .
18642,id17997,EAP,"In the meantime the balloon arose like a lark , and , soaring far away above the city , at length drifted quietly behind a cloud similar to that from which it had so oddly emerged , and was thus lost forever to the wondering eyes of the good citizens of Rotterdam ."
18643,id10423,MWS,"But if his countenance was more sorrowful , his voice was more cheerful than that of his sister , especially when he addressed the old man ."
18644,id06365,HPL,"I caught the night train to Arkham , and the next day talked long and earnestly with government officials there ; a process I later repeated in Boston ."
18645,id21286,EAP,Are there other rudimental thinking beings than man .
18646,id23909,MWS,She grew capricious ; her gentle conduct towards him was exchanged for asperity and repulsive coldness .
18647,id03733,MWS,Life was then brilliant ; I began to learn to hope and what brings a more bitter despair to the heart than hope destroyed .
18648,id20316,EAP,"I soon , however , grew accustomed to it , and my uneasiness wore off ."
18649,id10508,EAP,"I was too much exhausted to speak , so I merely regarded him with an imploring air ."
18650,id18765,EAP,On the upper stone lay a white petticoat ; on the second a silk scarf .
18651,id03352,EAP,"All she did , however , was to stand up in a corner , by the fireplace , and sing out incessantly at the top of her voice , `` Cock a doodle de dooooooh '' ."
18652,id03352,EAP,And now came the climax the catastrophe of the drama .
18653,id14488,EAP,I concealed nothing felt that I had a right to conceal nothing from her confiding affection .
18654,id06458,EAP,"The fireplaces are large and deep , with fierce crooked looking fire dogs ."
18655,id23516,EAP,From the car below you know the prospect is not so comprehensive you can see little vertically .
18656,id07063,MWS,"The stars came out , shedding their ineffectual glimmerings on the light widowed earth ."
18657,id24867,HPL,"But before my fears could crystallise into action I had fallen asleep , and gazed in dreams upon the city in the valley , cold and dead under a shroud of hideous shadow ."
18658,id27325,EAP,"But it is now made known that , at the very period , or about the very period , in which it is supposed that the girl was assassinated , an outrage similar in nature to that endured by the deceased , although less in extent , was perpetuated , by a gang of young ruffians , upon the person of a second young female ."
18659,id08205,MWS,"Good night , my sister ."
18660,id22935,HPL,"He had once been a great dandy , and people said he still wore the frock coated finery of the Edwardian age , curiously adapted to certain deformities ."
18661,id27138,EAP,Spoke quick and unevenly .
18662,id25952,HPL,"Some of these were sealed and intact , but others had nearly vanished , leaving the silver handles and plates isolated amidst certain curious heaps of whitish dust ."
